,overall,reviewTime,reviewText
398232,-1.0,2006,I purchased 3 of these bracelets.  I love the design but all three broke very shortly after I purchased them.  The charms fell off.  Looks good but poorly made.
398233,1.0,2006,"I have an autistic son. I do not feel he needs to ""be fixed"", which seems to be the general feeling posted by autistics here, but to me he is a puzzle that I need to figure out. I would not have him any other way. I seek to understand him to greater appreciate his very special mind. No, he does not need fixing, but I need to understand how his puzzle pieces fit together to be able to see his ""big picture""."
398234,1.0,2005,"As a person with Aspergers, and a mother with two sons (ages 24 and 15) who have Aspergers, I can tell you that I don't know how I made it through the years sanely, and my boys were, and still are a puzzlement to me. (Albeit a delightful one) I believe I may have been the luckiest one on earth to be their mom, because I am as ""quirky"" as they are, yet I know to this day that most people consider me an ""odd duck."" I would proudly wear a puzzle bracelet, and announce to the world that I am a puzzle and hey! come and spend some time figuring me out...it could be fun and worth your time and effort! I'm proud of the paradox that is me!"
398235,1.0,2005,"Autism is not only about the person with Autism - it affects parents, siblings, and many others.  The home changes to accomodate the diagnosed person.  It involves Speech Pathologists, Psychologists, Occupational Therapists, and Teachers.  It requires a team effort.  So wear a trinket.  Show your support for not only the person diagnosed, but for the family he or she lives in.  For the school they attend.  For the team of professionals that service them.  Without research and support, people with Autism would not have the services and support they now have.

If you are truly proud of your autism, be proud of those around you who have worked with you, taught you, cared for you.  These are the people who have helped you be what you are.  Be proud of them too.  And support continued research of Austism Spectrum Disorders.  They are proud of you."
398236,-1.0,2005,"I noticed that the design of this bracelet includes a ribbon motif, like the kinds of coloured ribbons that people wear on certain days in remembrance of people who are victims of tragedies, such a breast cancer, AIDS, suicide or road accident fatalities. To regard autistic people in the same way, as being the victims of a tragic misfortune, can be seen as a dreadful personal insult to us, because autism/Aspergers is a fundamental part of who were are, we don't have autism, we are autistic. Save your pity for someone who needs it, mate!

And the bracelet also uses the autism puzzle motif that many autistic people find objectionable. One of the better known autism activist web sites has a logo on it that says ""I am not a puzzle I am a person"". It should be obvious to any thinking person that the idea of autism being a puzzle is a neurotypical-centric point of view of autism and autistic people. When a neurotypical person expresses the opinion that autistics are a puzzle, they are only flaunting their own lack of knowledge, not empathy or understanding."
398237,-1.0,2005,"I find it very strange that this product is being advertised as an ""autism pride"" bracelet, just a few days before autistic pride day (june 18th) and at the same time is promoting the view of autistics  as puzzles to be solved - would a bracelet advertising the ""puzzle of homosexuality"" be suitable for gay pride?"
398238,-1.0,2005,This item promotes the idea that people with autism are puzzles that need to be put together.  We are NOT.  We are human beings whose minds just happen to work differently than those of the general population.  I am autistic and proud of it and I DO NOT need to be fixed.  I do not appreciate an item being sold that promotes the idea that there is something about me that is broken.
398239,1.0,2005,"This beautiful bracelet is a wonderful way of instilling pride among the autistic community.

The bracelet is silver plated and replete with charms.  The biggest charm of all is the Autism Engima Puzzle piece, the au courant symbol of autism.  Each interlocking piece in different colors is rather Gestalt-like in that the whole is greater than the sum of its parts.  The enigma of autism is greater than the sum of its parts!

The other symbols of the key and the heart makes me think of the 1980 Pete Townshend classic, ""Let My Love Open the Door (to your heart).""  Definitely a symbol of pride!"
398242,1.0,2005,"These are great glasses hands down.  The best part is that they will fit over 99% of any other glasses out there.  So if you've got prescription glasses but need full coverage blocking out all sunlight then these are for you.

I find the design very smart as well.  If they are in your bag and you apply too much pressure, they will separate cleanly at the joints so that you can re-attach the sides if they fall off.  I have had the same pair for three years now.

One comment is that they do tend to scratch easily, and once that happens it can reduce visibility through them.

The best part is the price!  Talk about worry-free sunglasses."
398249,1.0,2005,I've used this bag every week for a month and it is holding up well to the wear and tear. Suiter section works very well for carrying 2 suits without wrinkles to your destination. I'd recommend this for anyone who needs a carry on suiter.
398254,-1.0,2006,"These glasses are just awful. I bought them for my son in blue, thinking they'd stay on better than the plastic shades he had. Turns out the band slips, so they don't stay on at all unless you make it tight and position it just so. But, making them that tight makes the lenses stick to the baby's eyelids, causing goopy eyes. We noticed this happening time and time again: We'd put the glasses on our son's goop-free eyes, go for a walk, come back and find them stuck to his eyelids and his eyes full of goop. These went into the Diaper Champ after that. Save your money!"
398255,1.0,2006,Great item! A must have for fans of Napolean Dynamite. Shipped very quickly as well. I was surprised to see it in my mailbox in about a week and I live overseas.
398378,1.0,2005,These things are SOO great. The wings move several diffrent ways and make magical sounding music. I love it. I can't even describe the look on my daughters face as she flits around thehouse with flapping wings. It is wonderful
398379,1.0,2005,"My daughter got these for her 7th birthday in October.  At first I couldn't figure out how to make them work, but after I read the instructions (duh) they worked just great.  I let her wear them to a birthday party (not her own) and to school for Halloween and they're still in great shape.  The batteries are still going strong. With care, these wings will last a long time."
398380,1.0,2005,"My 4 year old loves to run around the house in little nylon fairy wings and tutus, etc. She got this set of wings for her birthday. When you first take them out of the box, you must insert the wings into the base and set the switch on the back of the base to the ""on"" position. Then, adjust the straps to fit your child and fasten the straps in a criss cross fashion. Then press the star button to activate. To get the wings to flap, the child bends over 45%. The wings will flap (in 1 of 4 speeds) and play some ""fairy wand/magical"" sound effects for approximately 10 seconds. The child does not have to stay at the 45% angel after the wings have started moving. They can stand straight and run around. The tipping motion simply triggers them to start. To activate them again, just bend over again. The wings will flap at a slightly different speed with a slightly different sound effect. (It just rotates through all 4 speeds/sound effects.) It will, if not activated for a while, turn itself off. You just have to hit the star button again to ""wake it up"". Turn the switch on the back to the ""off"" position to conserve battery life.

I gave this 4 stars for education for its encouragement of imagination. We haven't had it very long, but it's been durable thusfar. My daughter certainly thinks they are fun!"
398381,0.0,2005,"To make the wings flap/play the sounds, the child has to bend way over (the directions say 30-degree angle, but we find it's more like 90-degrees) then stand back up.  We had to try this several times to get the wings to work. They play for a few seconds, then stop, and you have to bend over again to get them going. Finally, my child crawled around on the floor and found that crawling kept the wings flapping/playing sounds for the most part, but they sometimes shut off and won't come back on for several seconds, or until we reset it by shutting them off and on. We bought these for $21.99. When they work, my daughter loves them.  The box says they play music, but that's a stretch of the imagination. They play sound effects you would expect to hear when a fairy waves a wand, etc."
398390,1.0,2005,"These pants are great for anyone tall and thin. I'm 5'4"" and weigh 105 pounds. Size small fits me great with plenty of length. 32"" inch inseam is hard to find in my size. Super comfortable too. And talk about fast delivery... it took like one day to get here and that was with standard UPS shipping. Thank you UPS..."
398409,1.0,2006,"The purse is great, I love the color and size.  It's not the best quality, though. The inside pocket zipper broke within the first week of owning it and the front seams had threads falling out for about a month. If those tiny details never happened, this would be a perfect purse!"
398418,1.0,2006,"I have been in search for exercise pants that truly fit properly, are well made and manufactured using quality material. . . and oh yes, are LONG enough, have a nice waistband and won't fade over time.  My search has been in vain until now!  I am thrilled with these pants.  They are everything I wanted and more! I LOVE, LOVE them!  They are showing as currently unavailable at the moment but hopefully they will be back in stock soon so that I can order more.  One more great item of note:  They are made in the U.S.A., which I can confidently say, is why they are made so well and fit so perfectly.  Thank you!"
398419,1.0,2006,"loved the pants

was a bit sceptical of ordering blindly online but it was  perfect fit and comfort.

i totally recommend it!"
398430,0.0,2005,"Size runs SMALL.  A 38 is generally very comfy and almost loose on me, these two were unwearable at their 38 designation."
398437,1.0,2006,"The keyring is very nice.  I had no idea just how light titanium is.  The caps screw on and while the engineering and tolerances are quite tight, it's easy to see the caps coming unscrewed, making the ring kinda useless.  Definately advised to crank the caps on very tightly after putting your keys on it.

Additinally, the metal is quite plyable and i've had to stop myself many times from bending the ring while fidgiting with my keys."
398466,1.0,2006,Before Tamagotchi v2 came out I played with the japanese keitai which is the american v2. Although v2 was fun I enjoyed the japanese version much better. The japanese has better games and better codes to use. I didn't have much fun with the games in v2. So thats my only complaint but overall v2 was ok. The japanese is just better in my opinion.
398467,1.0,2006,I really like this Tamagotchi!  My daughter is 8 years old and it is giving her responsibility for something she has to take care of and feed!  I know its just a little game but I think it show how hard it is to keep something going.  She usually get bored very quickly with toys but these have really gotten to her!  SO I think its a good thing for kids to have and its will show them when they want a real pet how much work it is!
398530,1.0,2006,"This is a present for my husband for Christmas, I have not opened it yet, but know that my husband will love it."
398611,1.0,2006,"These are the cutest little shoes for any little ""Wiggles Lover"". My  grandson just loves then and they light up really cute.  I only wish they came in wide sizes for my other grandson."
398612,1.0,2006,"We love them but they run small the size 7 is like a size 6 in america. the amout of lights on them are wonderful and my 2yr.old loves his toot toot shoes but I had to give them earlier than expected because they run small. Also had to take a seam ripper to them, to make them easier to get on but not a big deal really love them."
398613,0.0,2006,its nice looking shoes for kids but its tide in the middle
398645,1.0,2006,"Yes, this item took a long time to get here, the manufacturer has a messed up ETA system.  Just let amazon know if the order is delayed and they'll try their best to up the shipment.  Anyways, the actual product, which is what I'm rating, looks great.  It looks gorgeous and wicked hot at the same time.  You could almost wear it out it looks so nice.  And it fits the body perfectly (the small size fit my more petite fiancee perfectly).  I would highly recommend this product."
398646,-1.0,2006,"I had ordered this item on 18th February; today it is the 24th and it is not even shipped yet.

I don't know if this seller is reliable. I will be contacting Amazon to see if they can return me my money back"
398650,1.0,2006,"The face of this watch is black with white large numbers, and is very easy to read even from a distance.  It reminds me of the easy-to-read gauges in an airplane, or a no-nonsense black with white numbers car dashboard.  No backlight, but the numbers and hands glow in the dark; the second hand has a glow-in-the-dark spot.  The bezel can be rotated (counter-clockwise only) so you can keep track of elapsed time or countdown time, although the numbers and tick-marks are engraved black on dark bronze gunmetal and might be hard to read in some lighting.

The strap has velcro, and the case is held in place by black elastic cloth, which sits between the case and the strap.  The good news is it allows some give if the case snags on or bumps into something; the bad news is the case sits very high above your wrist and is unnecessarily chunky.  I replaced the original strap with a more traditional strap (20mm, BTW, selection can be limited at this size) to get the case to sit on my wrist without intervening layers.

I set it to a clock synchronized by the radio signal of the national USA timebase (the so-called atomic clock) a week ago; it's now about 3 seconds behind, well within a typical accuracy spec of +/- 30 sec/month.

I'd have given it 5 stars if it had some form of lighting other than glow-in-the-dark, and perhaps a more traditional strap."
398684,1.0,2006,"I really love this, it was exactly the way it's pictured!

I'm very happy with it, and would like one for my finger now!"
398686,1.0,2006,"These are the best slippers ever.  I should know as I'm always in search of something comfortable to wear on my feet since gravity has taken over my body.  These slippers are soft, the foam is fantastic and can make any sore feet feel better. After putting them on it is almost impossible to resist saying, ""Ahhhh!"" They hold up quite well even after numerous washings.  My first pair is well over 2 years old and still going strong.  Remarkable since I have worn them every day for the entire two years except when they are drying from being washed. I'm only buying another pair for a change of color. You can't go wrong with a pair of these slippers."
398687,1.0,2006,"I love flip-flops and really enjoy these slippers. They are very well made of nice, soft terry, fit great and are comfortable and warm even though they are open on the top. The footbed in nice and thick and also wide so no toes hanging over the edge. They're also washable - how cool is that! I'll definitely buy another pair maybe just to get another color.

UPDATE: It's 2009 and my slippers are still in good shape!"
398702,1.0,2006,Fabulous bag....unbelievable value for the little money it cost! Can't wait till spring to use it!
398710,1.0,2006,I love this umbrella!!  It is excellent quality.  I expect to keep this for years.
398712,1.0,2006,This bag has a million pockets!  I have everything organized perfectly.  The bag is well made with sturdy straps and buckles.  It wipes clean easily as well.  Wearing it either across my chest or on my shoulder is comfortable.  The weight is distributed very well and the strap doesn't dig in.  The magnets holding the flaps are sturdy but not overly so.  This bag is perfect!
398714,1.0,2006,"I love this handbag.  The shoulder strap is the perfect length--not too short and not too long--and adjustable.  I love the style with the outside flap pocket on the front and the zipper pocket on the back.  And I love the color; it matches almost everything.

After using my Santa Clarita Square Hobo a few times, I went back to the Amazon.com web site intending to buy the handbag in black and brown.  To my dismay, both colors were sold out. I am very pleased with my handbag purchase."
398733,1.0,2006,"I was looking for a nice, dressy watch to wear with my suits.  This watch is exactly what I was looking for.  The case of this watch is a little thinner than my automatic watches, but it is a nice, sleek look.  I was especially impressed by the bracelet on this watch. Super high quality, I really love this watch!  This looks and feels like a watch at 5x the price."
398751,1.0,2006,"We purchased these bags to give to the wedding guests coming to our sons destination wedding. I was extremely pleased at their quality, size and design. We hope the guests will use them as shopping or beach bags during their stay and then have a nice keepsake from the wedding. The size was ideal for both uses. The colors were vibrant and the workmanship great. They came individually wrapped and in a very timely matter. I purchased a few extra and have used one to carry my maps and book on a driving trip."
398782,0.0,2006,"I was impressed with the prompt delivery.  However, since this print was no longer available a substitute was sent; it was nice that the manufacturer included a toll-free number for the consumer to contact regarding this.  The light-weight flannel gown, even in the 1X size, was narrow in the hips and thighs and also tight around the neck.  I returned the item, since a certain fullness in sleeping items is required for comfort."
398783,1.0,2006,This nightgown is already a favorite...especially for the price - a great buy!
398784,1.0,2005,"I ordered mine for a friend, got it in plenty of time and she LOVES it immensely. If it's available after new years, I'll get a couple more for her!

People need to be less rigid about dates for gift giving. Remember, the giving spirit extends beyond Dec. 25th.

Namaste..."
398785,-1.0,2005,"I have ordered this product 2 weeks ago on Dec 11th and PAYMENT was taken on the same day. It states I was getting the item between Dec 15th - Dec 20th.  It is now Thursday Dec 22nd at 7:30 EST and STILL NO PRODUCT.  I have called the customer service number and received a recording that states ""Thank you for calling National - all of our customer service members are at home enjoying ""much needed rest"" and times with our families for the holidays. We will be back at work bright and early on Monday morning eagar to take your call"" - EXCUSE ME WHAT HAPPENED TO FRIDAY AND SATURDAY SERVICE SINCE CHRISTMAS IS ON A ""SUNDAY"" - I TOO WORK RETAIL FOR CUSTOMER SERVICE AND I AM NOT ALLOWED TO REST TILL THE MIDDLE OF JANUARY THE EARLIEST. I AM VERY DISAPPOINTED IN THIS MATTER. THE COMPANY ""NATIONAL"" CERTAINLY IS FAST IN TAKING A PAYMENT FOR THE ITEM AND NOT SHIPPING THE ITEM OUT AS WELL. TO ME THIS IS POOR CUSTOMER SERVICE UNLESS I HEAR FORM SOMEONE ON FRIDAY - I WOULD LIKE A FULL REFUND PLEASE.
UPDATED 12/24/2005 - 10:00AM EST ""STILL NO ITEM RECEIVED!!! I HAD CALLED ON 12/23/2005 AT 1:30 PM EST AND STILL RECEIVED THE RECORDING AS ABOVE - WILL NOW CALL FIRST THING MONDAY MORNING ON 12/26 TO HAVE FULL CREDIT ON MY ACCOUNT"
398800,1.0,2006,"This was a nice bag but not heavy enough to carry heavy school books.

It ripped on the side because the books were too heavy"
398819,-1.0,2006,"This product is so poorly made...I bought a pair and one of them broke the second time I used it.  The plastic nut inside the shoe stretcher broke.  When I received a replacement, the same thing happened.  The wood inside is not even shellacked.  This is what you get for stuff made in China.  The only reason I gave it one-star is because if the product was better quality, it actually works in stretching the shoes."
398820,1.0,2006,"These are well made shoe stretchers. They do a great job of stretching both width and length of shoe at the same time. or just width of shoe. or just length of shoe. Very easy to adjust. I also like the fact it can range from womens shoe size 5 to womens shoe size 9. So I can use them and so can my roommate who wears shoes 3 sizes bigger than me.

I ordered these from ""as seen on TV"" which includes a pair of shoe stretchers. That means two shoe stretchers, so you can stretch both shoes (left and right) at once. Both shoe stretchers work in either left or right shoe. The price is really good because when I shopped around a lot of places wanted the same money for just one shoe stretcher."
398822,1.0,2005,"This vest will keep you warm and lookin' good. This vest is an excellent vintage pick up straight form 'The Deliverance'. This toasty little number comes with everything you need to keep warm except the three day hunting beard. Another plus, besides the goose down that'll heat up a can of beenie-weenies in your pocket faster than you can break your spoon out, is all the storage space in the pockets. There's nothing I like better than hunting all day and then looking sharp enough to go right out to enjoy a nice seafood dinner. This vest definitely gets an A+"
398823,-1.0,2005,"Despite assurances about shipping in ""one to three days,"" Warm Things is the worst mail order company I have ever dealt with. Their computer acknowledges your order, but they do not advise you whether or not they have shipped, do not respond to repeated e-mail requests for info, employees pick up the phone and hang up without answering; if you eventually do get through to someone, promises to return phone calls with info are not honored, and the ""manager"" responded to the fifth phone call only by saying ""we have no way of checking whether your order was shipped, but there's nothing to worry about,"" when in fact eleven days after ordering and obtaining a Warm Things ""order number"" via e-mail, I am still unable to find out even whether the vest  was ever shipped, back-ordered, or out of stock, let alone obtaining the usual UPS or USPS tracking number. Chaos reigns. Avoid them!"
398824,-1.0,2005,"I live in Mexico and my sister who lives in Orlando was going to bring me the Alpine Goose Down Vest, but when she arrived with my ""vest"" I wasn't it,  the send me something I didn't order a jacket to go to bed, I don't know but horrible and now I can't get my vest because I don't have anyone comming to mexico in the near future. I am VERY disappointed.

Nancy Aliaga Mexico City"
398844,-1.0,2002,"Being a frequent flier, I experience the inevitable arm strain associated with pulling around roller bag luggage from terminal to terminal. Travelon attempts to alleviate this strain by providing an alternative handle to the luggage that allows flexibility to the wrist, alleviating strain.
Unlike the TravelTow unit, a similar but more robust device, the execution of Travelon is sub-par with expectations. I will attempt to highlight some of these deficiencies, as well as outline some of the device's strengths.
Connecting the unit to the bag is a fairly straightforward process, made easy by the provided clip. The single strap provides no stability for the handle, however, which falls down as soon as you release it. In my experience with the product, I more often than not, just grab the existing handle rather than fish for the Travelon unit.
In addition, the handle does not offer a truly free rotation but rather, it forces the user to twist the strap 90 degrees in order to maintain a more ergonomically sound hand and arm position. This twist actually works against the natural weight of the luggage which creates a tension as the luggage tries to untwist the strap.
The actual process of manipulating the luggage once the handle is attached presents unique dilemna with Travelon. My luggage has a handle release level in the center of the handle - very common on roller luggage. With these buttons it is impossible to attach the Travelon unit to the center of the handle. The strap will fasten to one side or the other, resulting in a skewed pulling position from the corner of the handle. Again, a competing product, TravelTow, supplies two straps and a space in the center to fit handle release buttons - a much better design.
Overall, the Travelon is a product that is sound in concept, and does provide some relief from pulling roller bag luggage. It appears to be durable and the straps were strong enough to pull even my bulkiest bag. Real-world use of the bag delivers somewhat disappointing performance with an almost cheap feel. A more stable and ergonomic alternative would be the TravelTow which picks up where this device leaves off."
398883,1.0,2006,"Playmates rushed this product out to compete with the influx of collectible miniature games.  They got into some legal issues with another product, and subsequently ceased development/production.  There was to be a DC Comics counterpart to the game by November, but alas, no more. To paraphrase the Bard, ""First, let's kill all the intellectual properties lawyers"".  The gameplay was easy, and the figures were well painted for their almost HO train scale size. I was really looking forward to other series!"
398897,1.0,2006,"Usually when I see something like this I think, ""yeah right.  That's never going to work."" But these little ponies really do work as advertised.  I don't know how they do the heating thing, it's like magic or something (but nothing satantic or witchcraft, more like white magic).  Plus, the design is really cute.  If you have cold hands, or even just cool hands, I really recommend this product."
398904,-1.0,2006,"The fabric was a little thinner that thought it would be.  Ladies need to wear an undershirt.  The front looked fresh clean and new, but there was a round stain on the back.  It wasn't damaged during shipping because the packaging was in good condition.  The washer did not get out the stain but did lighten it. It's still wearable, but I was a bit disappointed. The shirt is cute, but poor quality control."
398911,1.0,2006,"Good quality product; I'm highly satified.

Product received in a timely manner."
398930,1.0,2006,"They are the greatest for photo ops. I took a picture of my 4 week old napping in the Diva shirt just as she grinned a mischievous grin and it has become a family favorite! The shirts are soft, just the right fit for a growing baby, so adorable, wash really well and I just can't rave enough! I love them so. Gotta go buy more now. Goodbye!"
398937,1.0,2006,"Had this for about 6 months.  Soft, luxurious.  Only problem is that with it's large amount of fluffy cotton, it likes to shed a bit.  And will shrink in the dryer if dried on high heat.

Far and away the softest robe you will ever buy.  Puts every other robe to shame."
398945,1.0,2006,I thought i was going to receive a cheap looking bag for the price. To my surprise it is a soft nice looking leather hobo. I love it.
398955,1.0,2005,"If you like the way it looks in the picture, you'll like it. Nicely made, very pretty, very simple ring."
398970,1.0,2006,"Great looking, classic shoe, on my 16 month son.  He has gotten many compliments.  Just a bit time consuming putting it on and off."
399027,1.0,2004,"I was a little leary in buying a ring from Amazon, sight-unseen, but my fiance's decision to try it and the 30-day return policy made it easy. The ring came on a Wednesday after ordering on a Saturday. It came in a jewelry box (blue velvet) which I was worried about. I took it out of the box to present to my fiance and the first thing I did was look on the inside and there I saw 'PLAT' stamped. I dropped it into the palm of my hand and was immediately impressed with the weight and heft of this ring. It slipped on nicely and looked wonderful. Unfortunately I had to take it off him and fought for a while, deciding we might want to go up 1/2 a size.

I returned the ring and within 3 days, the CC was credited and I bought the 2nd ring, this time in the right size. This style of platinum ring was $1300-1600 at our local jeweler. I wouldn't hesitate to recommend Amazon as a source for fine jewelry."
399028,-1.0,2006,"This watch certainly looks pretty, and it is when you first get it, but after every-day wear, the gold fades and the watch is then silver.  Some of the crystals fell out also.  It served its purpose for a while though, I just wish the gold didn't fade.

My suggestion would be to save a little money and get something nice."
399038,1.0,2006,"This purse is just perfect. It can go kind of dressy and casual too, plus it has so many different colors in it that it goes w/ just about anything. It's also the perfect size. I can fit all my essentials and still have a little room, but it's not big or bulky."
399039,1.0,2006,I have this bag in both brown and cream :) Got lots of compliment on it... :) and for the price ---WELL WORTH IT ! :)
399048,1.0,2006,"I ordered the got eli? shirt, and it was pretty nice, but i got the wrong color writing, but I still liked it anyway. The shirt is pretty nice, but I don't think it's worth $20, I think the price should be a little lower."
399049,1.0,2006,"I spoke with the seller regarding sizing.  The individual was very knowledgeable and very pleasant.  Subsequently, the shirt arrived and was pefectly packed and in pristine condition.  Who can expect more?"
399068,1.0,2006,"The ear rings are very pretty, albeit the stones are a few shades lighter than the picture shown in the products catalog. Shipping was prompt and packaging good."
399111,1.0,2006,"I ordered this bag without realizing how large it would be. I had been using a very small bag and was looking to upgrade to something a little bigger and so I bought this. I am not completely thrilled with it as it is a little too large and has mostly useless pockets. It even has a small decorative pocket on the side by the strap. It does nothing. The other outside pockets are ok for holding a very small cell phone and a couple id's. The inside is black and very deep making it difficult to find whatever you are looking for in it. Overall, it is more bag than I need and am looking for something smaller and more summery for the coming months. This is definitly a fall/winter bag as it is very heavy in appareance and feel. And I know it would very heavy if filled to capacity."
399137,-1.0,2006,"this is a really pretty ring, but, since it is ""rolling"" type ring, the gems fall out quite easily.  Also, there are two gold bands, and one silver band, instead of three different colored bands (gold, rose and silver, etc), which would have made more sense.  The two gold, one silver just looks odd.  I got a lot of compliments the first few days I had the ring, but after that the gems fell out, so, I don't wear it at all."
399173,1.0,2006,"This bag is so cute! Really roomy inside, and I've had it only one day and I already had like hundreds of complements on it! It came very quickly, and the service and packaging was outstanding! I'll definitley recommend this to everyone!"
399174,1.0,2006,"The bow did come loose on me, but is easily re-tied. It's just the right size bag and even with a lot of stuff is pretty lightweight. I've had some roomy bags that were very heavy, not the case with this. I am usually skeptical and picky about handbags and buying such an item online, but I was pleasantly surprised. I would buy from this seller again -- they are prompt and quick. I had it in 2-3 days from when I ordered."
399175,1.0,2006,Perfect Size for me.  I love the length of the strap.  Very well made.  The only reason I rated it a 4 is because I was looking for a red bag and this design doesn't have it.  I am experimenting this new brown and I am growing to like it more and more.
399176,1.0,2006,"I ordered two different colors, the pink and camel....I must say I fell in love with them!! The bags are beautiful!! I was VERY impressed with the fast delivery and exceptional packaging!! Each bag was also placed in a special protective cloth type bag  of their own to protect each one for shipping..."
399177,1.0,2006,"Nice, soft leatherette. The inside is roomy, and the pic is fairly accurate for the size to body ratio. The tie-front detail stays so, you don't have to worry about it unraveling or loosening. Nice silver buckle accents on strap. Great!"
399236,-1.0,2006,"I WANT TO RETURN PRADA BAG!!

NOW.. NO USE

I THINK PRADA BAG IS A BIG  BUT VERY SMALL.

AND NOT GOODS

SO, I WANT TO RETURN PRADA BAG!!"
399237,-1.0,2006,"I bought this as a gift the picture on the website is misleading, they need to put dimensions on the site when they said small they weren't kidding. If your lucky you might be able to fit a pack of cigarettes in there. No woman I know carry that little in their purse, I am very unhappy with the lack of dimensions on the site and the picture of it makes it look large enough to actually carry something useful other then a pack of gum."
399238,-1.0,2006,"Not sure if it is really Prada...it is way too small; even for a child that is 10.  I got it for pre-tween, and it's like a little pouch.  You can't even wear it on your back like a normal backpack...the straps/handles are not like a regular backpack.  If you are looking for something for school or even to walk around the mall with, this is NOT it."
399279,1.0,2006,"I wanted a bag for work that I could fit my daytimer, calculator, and cell phone in, as well as all my regular purse items, and this bag has great pockets for all these plus more! The bag is not small, but it's not too big either. The material is light, but very sturdy and very well made. I've had mine for a couple of months now, and it show no evidence of wear!!!"
399313,-1.0,2005,"I'd give zero stars for this vendor ""Forcheapsoutlet"".

I can't actually rate this product, because it hasn't arrived. The contact information given for this vendor is invalid. The phone number is out of service and no one responds to the email I've sent.

I hope Amazon discontinues associating with this vendor. I will be filing a claim with Amazon for a refund."
399314,-1.0,2005,"1st: three weeks tooks to arrive

2nd: those are the poorest sunglasses I have bougth, poor quality,

conclussion: bad buy, spend more coins for better quality ;)"
399354,1.0,2006,"The bag is perfect if you are looking for a computer bag, however there is not much room for anything else.  I was expecting it to be a little bigger, but it is a great bag otherwise."
399355,1.0,2006,"Very roomy, I can put my mouse, celfon, charger, etc., Plus, it's padded inside so I don't have to worry about my Macbook being tossed or getting wet (the material is water repellant) when I'm bringing it around with me."
399356,1.0,2006,This product is made of nylon which doesn't allow for rain to penetrate my items.  I load it full of school books and my laptop and the handles haven't even thought of giving out...this bag is tough.  I've had to force the zipper shut and it has never split.  I highly recommend this bag - it's amazing!
399382,1.0,2006,I have these sunglasses and they are amazing. well worth the price.
399383,1.0,2006,"These glasses are simply the best I have ever owned. I have owned Revo's, Maui Jims, Oakley's, etc, and The Costas are the best. I have the 580 lenses and they do not scratch! I have dropped them on concrete, thrown my keys on the counter and hit the lenses, etc. I am hard on sunglasses. Yet after 2 years of hard use they are like new! They are comfortable and I have spent many 10 hr days on the water and hardly know I am wearing them. Just like I will never buy another watch with out a sapphire crystal, I will simply not buy anything else. Yes they are that good."
399394,0.0,2006,"I purchased this for my teenage grandaughter. She thought it was hot and cool. I wasn't pleased with the price, but items from this line are a little pricey for my taste.  If you have a teenage girl, then she'll love it. The paarent just want like the price."
399398,1.0,2006,"I have become sensitive to all metals except Platinum.  Replacing my earring collection with Platinum does not fit into my budget.  My solution is to buy Platinum hoops and convert my favorite earrings to earring charms.  Sense the charms do not come in contact with my skin, the charms can be of almost any metal.  These 10mm Platinum hoop earrings hug my ears perfectly.  The delicate size does not distract attention from my charms.  I am also buying the 17.5mm Platinum hoop earrings for those times I want to put on more than one charm at a time."
399457,1.0,2006,I bought this bag for myself because I needed a summer bag. Everywhere I go people compliment me on my bag and ask me where I purchased it.  I have always loved Stone Mountain handbags whether they are leather or fabric. This bag is very roomy and not large or too small. I would recommend this bag to anyone who needs a handbag.
399470,1.0,2006,"Very cool! If I leave these out on the counter with my other sunglasses, people naturally pick these up and put them on. If you have a really wide face you may find them a little narrow, but other than that they are a home run in my book."
399471,-1.0,2006,I ordered them as a fun gift for another person & they think they are neat.
399472,1.0,2006,"I got my glasses very quickly from 80's Purple. Terrific service. I know the glasses are black as the description says, however the photo shows them as purple, so don't let that mislead you. Otherwise, the glasses are nice and the service was great."
399473,1.0,2006,"These are the best. Lightweight, good lens material, fantastic framework. I'd buy a hundred if I had room for them! They are really nice. Better than the description. Fast shipping too."
399496,1.0,2006,"I am sorry for the cliche title, but I simply could not resist. This is a marvelous shoe! Despite the five inch heel (which is the only heel height that I will wear) this shoe is still very comfortable, although it does begin to hurt after about an hour of heavy walking. Also, it is fairly easy to balance in for those of you who are accustomed to wearing heels over four inches. For someone who is not as accustomed to this height it may take them some time to get used to it. However, I cannot foresee it taking very long. Another word of caution, due to the glitter on this shoe it should not be worn in the rain since the glitter tends to rub off. It goes well with dresses and pants, however the glitter has an irritating tendency to snag and ladder tights, especially if they are expensive or are the last pair you have. (However, they are cat approved because mylar balls fit so easily inside and give those goofy humans a real scare.)

I have bought from this seller before and they always send their items via UPS and supply a tracking number as well as e-mail confirmation and an e-mail when the item ships. Also, they arrive quickly. I would definitely recommend them and their products.

- Ravenova"
399510,1.0,2006,I bought these as a replacement for a similar pair of Ralph Laurens that I bought  a year ago which were a perfect 10.  The reason these are only a 4 is that they are a little too snug behind the ears.  Any eyeglass place will fix them for you usually FREE of charge.  You cannot go wrong with these since they are Polarized and under $60.  The lenses are great since they are not too dark so you can see inside but the thick sides really help your eyes outside keeping out the light.
399524,1.0,2006,"Cute toy; promptly shipped, and a fair price.  (Title of toy has a typo on this web's description - should fix to ""International""!)"
